hour_of_day,day_of_week,is_weekend,is_peak_hour,stop_count,distance_km,weather,congestion_index,passenger_load,actual_travel_time_minutes
16,4,0,0,5,28.0,0,0.341,0.23,99.8
12,3,0,0,11,23.6,0,0.384,0.509,102.3
11,4,0,0,4,15.0,1,0.184,0.225,50.2
14,2,0,0,3,20.7,1,0.089,0.348,66.9
13,0,0,0,3,8.3,0,0.312,0.508,32.0
14,0,0,0,5,3.3,0,0.325,0.229,16.5
18,6,1,1,4,8.9,2,0.629,0.741,35.4
19,1,0,1,14,21.6,0,0.839,0.781,101.4
12,3,0,0,14,28.5,4,0.555,0.345,138.8
14,1,0,0,7,9.1,0,0.338,0.268,39.9
15,2,0,0,5,10.3,1,0.201,0.488,45.9
17,1,0,1,8,24.3,0,0.581,0.587,85.4
21,6,1,0,10,28.5,0,0.226,0.435,89.3
13,2,0,0,12,26.2,0,0.416,0.436,125.4
18,5,1,1,10,9.8,0,0.461,0.579,56.2
5,5,1,0,5,20.1,0,0.146,0.444,68.4
6,3,0,0,11,19.4,0,0.431,0.466,68.7
10,0,0,0,5,25.1,3,0.464,0.258,115.0
17,5,1,1,12,16.3,0,0.627,0.726,78.1
5,3,0,0,14,4.0,1,0.308,0.438,22.6
20,5,1,0,10,11.7,0,0.189,0.462,42.7
17,0,0,1,5,29.2,2,0.826,0.663,126.0
13,4,0,0,3,29.7,0,0.348,0.58,97.2
10,2,0,0,12,25.6,4,0.387,0.649,139.4
11,5,1,0,6,13.2,0,0.159,0.209,45.0
18,0,0,1,12,15.4,3,0.721,0.913,101.6
9,0,0,1,10,27.5,1,0.655,1.0,115.2
5,3,0,0,13,15.0,0,0.328,0.442,64.0
12,1,0,0,9,26.3,0,0.196,0.541,79.7
18,0,0,1,5,2.5,4,0.723,0.482,15.6
22,4,0,0,12,14.8,0,0.366,0.179,57.7
12,1,0,0,10,21.4,0,0.381,0.412,73.1
19,0,0,1,3,3.6,0,0.721,0.415,15.1
9,0,0,1,4,10.7,0,0.806,0.936,45.1
7,4,0,1,6,6.6,2,0.773,0.58,35.6
10,3,0,0,6,13.0,4,0.54,0.316,73.4
21,5,1,0,8,29.3,1,0.394,0.098,117.7
5,6,1,0,7,27.6,2,0.183,0.253,98.8
22,3,0,0,5,28.0,0,0.447,0.392,94.8
21,6,1,0,4,29.1,0,0.123,0.286,94.0
13,6,1,0,6,27.0,0,0.282,0.47,95.5
13,5,1,0,9,18.7,4,0.363,0.345,84.9
14,0,0,0,9,5.1,0,0.212,0.575,26.3
10,6,1,0,4,11.1,0,0.279,0.138,40.0
7,0,0,1,13,27.6,0,0.442,0.742,121.2
22,4,0,0,11,2.4,0,0.345,0.161,20.4
10,4,0,0,14,21.5,0,0.302,0.401,79.6
19,0,0,1,7,15.7,0,0.564,0.679,72.0
8,4,0,1,11,14.1,0,0.602,0.574,64.4
18,4,0,1,3,7.4,0,0.799,0.663,32.3
5,2,0,0,5,21.7,4,0.517,0.719,95.6
11,0,0,0,5,17.3,4,0.461,0.395,75.9
21,6,1,0,7,2.6,0,0.14,0.329,14.9
6,4,0,0,8,21.5,4,0.381,0.643,91.7
5,6,1,0,6,26.9,0,0.333,0.434,95.2
15,6,1,0,8,2.4,1,0.351,0.394,18.0
10,3,0,0,7,20.0,0,0.331,0.562,84.0
17,4,0,1,7,11.3,0,0.579,0.603,42.4
16,3,0,0,7,19.5,2,0.592,0.404,81.5
7,4,0,1,8,6.0,2,0.842,0.778,33.6
21,6,1,0,7,15.7,1,0.189,0.299,59.9
9,3,0,1,8,5.4,0,0.574,0.553,25.8
18,5,1,1,11,23.3,2,0.941,0.638,137.3
20,2,0,0,4,15.4,1,0.256,0.569,59.1
21,1,0,0,9,25.5,0,0.1,0.402,84.7
9,4,0,1,9,18.0,1,0.727,0.721,76.3
10,6,1,0,4,26.1,0,0.325,0.347,93.7
18,5,1,1,10,12.3,1,0.371,0.898,61.2
16,0,0,0,4,23.4,2,0.507,0.475,106.7
17,5,1,1,7,6.6,0,0.437,0.792,30.4
14,6,1,0,13,29.9,3,0.159,0.379,114.7
20,0,0,0,12,18.2,0,0.196,0.294,73.7
16,0,0,0,9,28.5,0,0.638,0.559,108.3
13,6,1,0,7,5.8,0,0.252,0.612,23.2
7,4,0,1,14,10.8,3,0.858,0.564,66.3
7,0,0,1,13,27.2,0,0.701,0.842,124.5
10,6,1,0,4,18.6,0,0.141,0.406,57.6
19,1,0,1,9,7.0,0,0.591,0.9,30.3
5,3,0,0,6,25.4,0,0.397,0.677,86.2
8,2,0,1,14,17.9,0,0.817,0.929,81.5
20,3,0,0,7,11.6,0,0.455,0.15,54.8
21,1,0,0,5,7.8,4,0.421,0.483,44.0
13,3,0,0,7,7.6,0,0.42,0.28,30.8
19,2,0,1,13,5.3,0,0.595,0.506,35.3
17,5,1,1,3,8.7,2,0.593,0.966,37.8
5,1,0,0,7,24.9,0,0.295,0.396,88.6
12,4,0,0,14,9.1,0,0.292,0.371,35.6
10,3,0,0,7,19.7,1,0.179,0.385,74.0
12,1,0,0,8,16.2,1,0.224,0.219,65.0
13,3,0,0,12,14.2,0,0.297,0.56,54.7
22,1,0,0,10,17.5,3,0.425,0.386,75.2
8,4,0,1,6,11.8,2,0.793,0.53,50.0
19,3,0,1,7,13.5,0,0.904,0.409,56.3
22,1,0,0,6,15.1,0,0.497,0.221,56.6
15,5,1,0,6,2.3,1,0.177,0.238,14.4
5,2,0,0,6,7.7,0,0.417,0.258,31.6
12,3,0,0,14,29.0,4,0.263,0.355,126.9
12,2,0,0,14,4.2,0,0.359,0.397,22.0
5,0,0,0,13,16.3,0,0.358,0.289,62.0
7,4,0,1,6,6.3,4,0.83,0.641,37.0
11,4,0,0,9,4.5,2,0.534,0.342,29.0
20,4,0,0,12,22.2,0,0.362,0.576,89.3
13,2,0,0,5,3.0,0,0.195,0.439,12.8
7,5,1,1,6,20.3,0,0.532,0.803,80.4
7,5,1,1,9,12.5,2,0.877,0.898,67.9
19,0,0,1,5,7.9,1,0.628,0.83,41.0
12,2,0,0,7,14.0,0,0.47,0.441,55.0
18,6,1,1,5,13.9,0,0.366,0.738,58.4
9,2,0,1,13,13.2,2,0.653,0.477,67.1
5,0,0,0,5,18.2,0,0.281,0.476,65.7
5,0,0,0,6,29.2,1,0.262,0.729,125.1
22,5,1,0,13,28.1,1,0.0,0.44,91.2
11,6,1,0,11,25.4,4,0.339,0.548,111.2
9,1,0,1,13,20.6,1,0.496,0.956,92.9
20,2,0,0,14,26.5,2,0.356,0.471,111.5
19,1,0,1,5,14.6,0,0.73,0.618,65.1
10,0,0,0,14,13.6,0,0.261,0.291,52.1
8,1,0,1,7,7.4,0,0.793,0.573,34.2
8,3,0,1,4,11.8,0,0.868,0.469,49.1
14,4,0,0,14,27.2,1,0.248,0.397,108.8
17,4,0,1,4,29.7,1,0.628,0.791,111.9
11,0,0,0,8,6.6,4,0.582,0.45,38.4
12,3,0,0,13,14.6,1,0.425,0.283,70.3
22,3,0,0,10,3.7,1,0.379,0.139,21.8
10,4,0,0,12,8.0,0,0.272,0.648,37.0
16,0,0,0,12,19.0,3,0.392,0.517,92.8
22,5,1,0,11,6.3,0,0.273,0.441,33.8
20,6,1,0,6,8.7,0,0.26,0.301,38.7
12,1,0,0,6,19.7,1,0.406,0.299,84.5
22,3,0,0,6,4.7,2,0.509,0.621,21.2
12,1,0,0,14,17.2,3,0.409,0.502,87.2
11,3,0,0,9,25.3,0,0.262,0.417,92.9
9,0,0,1,4,17.5,2,0.798,0.781,89.2
22,1,0,0,8,26.0,1,0.463,0.429,111.1
21,5,1,0,7,2.6,2,0.368,0.427,14.5
12,0,0,0,3,14.3,0,0.292,0.378,43.8
18,5,1,1,13,24.6,1,0.584,0.71,94.1
19,1,0,1,10,29.8,0,0.715,0.537,115.4
21,6,1,0,10,16.9,0,0.188,0.389,57.6
8,0,0,1,13,9.6,1,0.669,0.589,61.2
13,0,0,0,5,22.6,1,0.281,0.426,86.7
19,1,0,1,8,21.9,1,0.369,0.792,81.9
19,4,0,1,7,17.9,0,0.736,0.849,74.8
10,4,0,0,7,20.1,1,0.445,0.432,80.1
16,5,1,0,12,28.6,1,0.402,0.473,100.3
21,0,0,0,5,11.9,0,0.193,0.591,39.8
17,3,0,1,12,26.3,1,0.778,0.502,129.8
17,0,0,1,5,15.5,4,1.0,0.623,89.3
21,2,0,0,10,21.6,0,0.334,0.557,81.4
18,1,0,1,14,9.2,4,0.716,0.634,61.0
5,5,1,0,13,24.3,0,0.342,0.476,88.0
8,2,0,1,14,6.3,2,0.835,0.598,48.9
14,3,0,0,14,28.5,3,0.517,0.157,121.3
20,4,0,0,13,9.6,0,0.506,0.246,56.1
22,2,0,0,14,27.1,0,0.256,0.244,100.9
14,5,1,0,9,13.5,1,0.213,0.427,50.8
13,4,0,0,5,18.0,1,0.475,0.557,74.3
6,5,1,0,8,28.6,1,0.225,0.134,112.9
17,2,0,1,12,14.0,0,0.925,0.799,65.9
7,1,0,1,14,7.3,4,0.726,0.678,46.3
19,0,0,1,12,17.9,0,0.711,0.73,79.4
18,4,0,1,3,22.1,0,0.656,0.625,88.8
6,1,0,0,11,29.7,0,0.186,0.449,102.3
17,5,1,1,11,6.4,2,0.916,0.659,41.1
18,0,0,1,9,29.5,1,0.683,0.754,127.2
13,6,1,0,11,14.7,3,0.402,0.462,59.2
16,6,1,0,11,6.0,1,0.269,0.566,28.5
10,6,1,0,5,28.8,3,0.331,0.634,119.9
10,0,0,0,9,16.4,1,0.423,0.306,68.0
20,5,1,0,10,24.6,1,0.198,0.36,70.8
19,1,0,1,12,23.3,0,0.574,0.602,102.7
10,1,0,0,11,29.4,0,0.076,0.668,84.3
16,4,0,0,9,23.2,1,0.343,0.33,93.5
16,3,0,0,9,23.0,0,0.284,0.357,78.5
5,3,0,0,11,11.6,0,0.322,0.645,50.0
16,4,0,0,9,11.9,4,0.33,0.408,58.8
22,4,0,0,7,23.6,1,0.391,0.283,90.4
8,5,1,1,3,15.0,0,0.715,0.616,52.8
11,5,1,0,8,26.2,1,0.172,0.434,101.5
5,0,0,0,11,18.4,0,0.546,0.191,72.4
17,5,1,1,6,11.9,0,0.605,0.855,44.1
18,4,0,1,7,21.5,0,0.619,0.509,81.9
21,6,1,0,12,27.0,0,0.223,0.479,94.1
13,5,1,0,10,11.4,0,0.227,0.62,54.1
8,5,1,1,12,28.8,0,0.381,0.549,126.6
8,4,0,1,4,18.2,2,0.779,0.441,92.5
15,4,0,0,11,3.6,0,0.355,0.38,25.3
5,6,1,0,12,11.4,2,0.326,0.347,48.6
7,1,0,1,14,4.7,4,0.873,0.63,31.4
10,1,0,0,3,7.5,1,0.386,0.0,28.0
14,6,1,0,4,28.6,1,0.348,0.236,104.6
10,5,1,0,9,3.2,0,0.266,0.342,21.7
11,0,0,0,6,4.8,2,0.453,0.384,29.3
12,5,1,0,12,14.5,0,0.238,0.538,54.6
14,2,0,0,7,28.0,0,0.32,0.387,82.2
19,1,0,1,12,19.0,2,0.599,1.0,107.4
7,3,0,1,14,10.5,0,0.417,0.715,47.0
21,5,1,0,4,11.4,2,0.28,0.625,46.9
20,0,0,0,10,11.2,2,0.532,0.432,62.8
21,6,1,0,5,29.1,1,0.124,0.22,94.6
5,4,0,0,14,3.5,1,0.392,0.411,34.4
18,1,0,1,4,7.7,1,0.568,0.45,34.4
7,3,0,1,4,28.4,2,0.64,0.662,109.9
11,6,1,0,11,19.0,1,0.032,0.247,82.6
17,6,1,1,6,28.7,0,0.769,0.72,99.5
17,0,0,1,14,22.8,0,0.593,0.475,104.4
12,5,1,0,8,28.7,0,0.316,0.326,114.8
20,3,0,0,5,28.9,4,0.551,0.523,141.6
7,2,0,1,7,17.0,1,0.808,0.524,75.6
7,4,0,1,6,23.5,0,0.599,0.671,96.0
21,4,0,0,8,18.3,4,0.484,0.08,86.9
11,5,1,0,11,8.0,0,0.287,0.35,32.2
17,2,0,1,14,23.7,0,0.785,0.835,93.9
18,3,0,1,3,18.8,1,0.547,0.829,69.7
15,3,0,0,11,25.7,4,0.497,0.451,150.5
15,6,1,0,14,17.1,4,0.255,0.536,82.3
6,0,0,0,7,28.8,4,0.626,0.341,132.9
9,3,0,1,5,3.3,0,0.673,0.907,18.6
16,3,0,0,6,30.0,2,0.571,0.39,128.7
13,0,0,0,13,27.5,4,0.384,0.312,127.8
16,0,0,0,5,17.3,2,0.444,0.527,76.6
5,0,0,0,5,11.8,4,0.507,0.643,53.9
18,1,0,1,14,23.2,0,0.416,0.843,89.9
20,6,1,0,4,23.7,2,0.495,0.398,95.7
5,3,0,0,5,19.4,0,0.2,0.492,68.5
10,4,0,0,8,23.2,2,0.435,0.303,102.0
22,6,1,0,7,19.5,0,0.007,0.47,61.4
16,6,1,0,10,16.8,0,0.253,0.164,65.2
19,4,0,1,3,29.0,2,0.666,0.802,123.5
10,6,1,0,8,22.7,0,0.495,0.474,74.5
13,5,1,0,8,23.6,0,0.177,0.329,76.5
5,6,1,0,7,13.0,4,0.464,0.52,61.5
19,0,0,1,13,27.2,0,0.775,0.755,115.5
9,3,0,1,11,27.4,1,0.706,0.585,131.3
13,2,0,0,9,14.3,1,0.338,0.662,57.4
17,6,1,1,12,4.3,4,0.789,0.784,38.1
9,3,0,1,13,9.3,1,0.753,0.94,51.2
7,5,1,1,10,8.0,0,0.563,0.749,41.5
17,5,1,1,13,23.2,0,0.741,0.438,101.1
21,2,0,0,9,29.6,0,0.395,0.458,106.1
20,5,1,0,3,29.6,2,0.486,0.46,126.5
18,4,0,1,7,13.1,0,0.852,0.556,64.8
22,5,1,0,12,18.4,0,0.245,0.486,68.2
18,1,0,1,6,16.4,1,0.626,0.854,80.8
22,1,0,0,4,24.9,0,0.211,0.203,83.1
22,4,0,0,6,27.3,4,0.572,0.172,129.0
9,4,0,1,3,25.9,4,0.88,0.832,129.8
22,0,0,0,8,28.0,0,0.287,0.826,99.0
15,2,0,0,8,7.2,0,0.308,0.513,33.2
20,4,0,0,8,15.8,1,0.215,0.442,71.4
5,0,0,0,4,12.2,0,0.246,0.221,47.5
8,4,0,1,10,8.6,0,0.427,0.802,33.7
7,6,1,1,3,14.3,0,0.709,0.568,48.9
21,3,0,0,13,24.4,1,0.203,0.676,103.4
13,5,1,0,10,3.3,0,0.037,0.358,19.5
20,1,0,0,14,8.1,1,0.29,0.52,39.5
10,0,0,0,12,3.1,1,0.164,0.229,29.2
15,2,0,0,5,19.0,0,0.318,0.267,73.5
12,2,0,0,4,13.0,0,0.442,0.384,42.8
17,1,0,1,3,23.3,1,0.551,0.91,97.2
6,3,0,0,13,29.7,0,0.444,0.415,143.3
22,6,1,0,13,20.3,0,0.169,0.323,70.2
10,4,0,0,3,5.2,0,0.222,0.372,19.0
17,4,0,1,14,3.5,0,0.51,0.619,30.6
6,6,1,0,7,10.3,1,0.27,0.658,43.2
6,5,1,0,8,15.4,2,0.316,0.388,71.1
16,2,0,0,8,16.3,0,0.386,0.593,54.3
11,5,1,0,6,2.8,0,0.179,0.345,14.1
8,2,0,1,14,14.6,1,0.826,0.821,91.0
17,5,1,1,6,26.5,4,0.637,0.654,121.8
5,0,0,0,13,15.1,2,0.504,0.322,82.4
20,6,1,0,10,9.0,0,0.175,0.567,41.6
22,6,1,0,12,13.9,1,0.081,0.55,53.2
19,0,0,1,9,9.7,0,0.941,0.822,53.3
10,6,1,0,10,6.2,4,0.49,0.312,47.8
14,2,0,0,14,3.9,3,0.522,0.499,35.8
20,2,0,0,12,29.8,1,0.257,0.336,102.5
9,4,0,1,12,15.1,1,0.524,0.611,82.9
5,2,0,0,4,22.2,0,0.351,0.446,73.4
16,5,1,0,12,17.6,4,0.4,0.318,83.8
14,0,0,0,4,18.9,0,0.376,0.59,65.4
18,2,0,1,4,12.8,0,0.543,0.739,49.5
8,0,0,1,13,21.5,0,0.626,0.641,95.1
17,5,1,1,14,11.4,4,0.779,0.817,88.6
19,4,0,1,7,24.6,2,0.81,0.986,119.9
13,3,0,0,6,6.1,1,0.334,0.506,26.7
14,1,0,0,5,2.1,1,0.211,0.404,9.1
18,6,1,1,4,8.2,2,0.618,0.434,36.9
10,0,0,0,12,21.8,0,0.284,0.418,95.3
18,6,1,1,9,28.7,2,0.761,0.806,146.1
13,1,0,0,9,17.0,0,0.265,0.307,57.7
18,3,0,1,5,28.8,0,0.564,0.79,115.2
18,6,1,1,5,26.8,2,0.484,0.731,107.1
11,0,0,0,6,8.8,0,0.27,0.594,31.5
13,6,1,0,12,4.9,0,0.193,0.407,24.9
15,2,0,0,7,2.9,2,0.532,0.325,19.3
18,5,1,1,7,25.4,4,0.523,0.703,116.5
10,2,0,0,3,8.6,0,0.224,0.438,32.5
20,3,0,0,8,3.4,4,0.228,0.405,19.9
10,6,1,0,9,14.2,4,0.396,0.504,75.5
7,6,1,1,11,13.9,1,0.598,0.465,69.6
8,6,1,1,3,19.7,0,0.358,0.716,62.8
14,1,0,0,14,22.8,0,0.446,0.384,101.9
20,0,0,0,3,21.0,0,0.322,0.543,72.9
22,1,0,0,3,28.9,2,0.305,0.247,103.1
9,5,1,1,10,22.0,0,0.373,1.0,65.6
22,4,0,0,6,12.3,0,0.199,0.379,43.2
5,5,1,0,6,14.1,4,0.4,0.338,78.9
14,1,0,0,10,6.4,0,0.308,0.352,25.5
14,0,0,0,13,8.1,0,0.24,0.61,44.4
10,6,1,0,13,9.1,1,0.328,0.477,38.1
10,0,0,0,6,26.9,0,0.405,0.312,95.4
9,0,0,1,9,5.9,0,0.683,0.373,29.9
8,0,0,1,8,17.7,0,0.398,0.487,67.4
15,0,0,0,7,17.0,0,0.412,0.294,66.5
5,6,1,0,4,16.3,1,0.173,0.218,52.9
13,4,0,0,13,18.3,0,0.178,0.183,79.7
11,1,0,0,8,21.3,2,0.471,0.577,92.0
11,3,0,0,4,7.9,0,0.29,0.204,32.8
17,3,0,1,3,18.2,4,0.83,0.711,92.3
5,6,1,0,13,20.1,1,0.16,0.366,77.2
15,0,0,0,4,22.4,4,0.371,0.265,83.5
22,3,0,0,4,8.2,0,0.449,0.332,32.2
16,6,1,0,9,16.6,1,0.338,0.245,60.5
9,4,0,1,9,18.3,2,0.568,0.739,84.3
10,5,1,0,8,21.2,0,0.154,0.369,70.3
19,6,1,1,13,9.6,1,0.558,0.689,57.1
13,2,0,0,11,13.9,0,0.286,0.225,57.5
19,6,1,1,5,23.0,0,0.607,1.0,85.2
9,3,0,1,12,9.7,0,0.631,0.659,46.1
14,2,0,0,14,18.1,1,0.338,0.281,77.1
19,0,0,1,12,3.6,2,0.895,0.474,22.4
18,2,0,1,11,15.4,0,0.603,0.693,73.9
12,1,0,0,10,13.2,2,0.413,0.53,53.6
19,1,0,1,7,6.3,2,0.709,0.659,29.8
16,2,0,0,7,25.9,1,0.334,0.347,109.4
14,4,0,0,13,27.1,0,0.194,0.176,103.0
21,2,0,0,11,7.8,0,0.22,0.239,36.9
9,2,0,1,8,8.3,2,0.646,0.733,42.8
8,3,0,1,12,20.6,0,0.512,0.818,85.4
13,1,0,0,7,9.2,2,0.482,0.469,43.0
22,0,0,0,11,16.6,0,0.275,0.383,65.8
21,1,0,0,14,15.1,2,0.482,0.57,76.0
13,4,0,0,13,19.5,2,0.402,0.646,86.4
5,5,1,0,7,17.5,4,0.386,0.444,79.8
15,4,0,0,10,11.3,2,0.407,0.485,49.1
18,2,0,1,12,21.7,0,0.493,0.415,84.4
16,2,0,0,5,23.6,0,0.345,0.644,82.2
10,2,0,0,9,13.8,2,0.376,0.237,62.8
15,0,0,0,13,20.0,4,0.295,0.27,96.3
11,4,0,0,3,18.2,0,0.14,0.27,54.6
13,6,1,0,6,13.3,0,0.088,0.29,42.3
17,0,0,1,7,14.6,4,0.608,0.633,81.0
7,0,0,1,5,16.6,1,0.833,0.551,77.3
13,4,0,0,9,28.1,0,0.281,0.516,105.6
9,3,0,1,8,18.9,1,0.498,0.713,73.7
12,2,0,0,12,26.4,1,0.255,0.519,101.6
5,6,1,0,9,9.8,2,0.307,0.236,45.5
10,5,1,0,7,13.3,1,0.121,0.434,55.2
6,5,1,0,13,26.3,1,0.105,0.355,97.9
12,3,0,0,3,16.1,2,0.509,0.409,62.0
19,3,0,1,6,2.8,1,0.498,0.762,18.3
5,4,0,0,8,19.8,0,0.307,0.497,59.6
10,0,0,0,5,21.8,1,0.259,0.534,101.6
5,1,0,0,14,28.1,0,0.531,0.57,110.5
11,5,1,0,4,16.4,1,0.184,0.421,56.6
13,4,0,0,8,15.0,1,0.295,0.449,65.1
15,2,0,0,11,13.8,1,0.287,0.56,59.5
22,0,0,0,6,17.3,0,0.439,0.669,76.5
10,4,0,0,4,22.6,0,0.251,0.358,82.8
19,5,1,1,14,27.0,0,0.511,0.693,95.8
7,3,0,1,8,12.6,0,0.849,0.491,57.2
8,5,1,1,8,3.1,1,0.561,0.7,20.3
15,0,0,0,7,19.1,2,0.344,0.53,86.2
11,5,1,0,7,10.2,0,0.194,0.619,45.0
16,2,0,0,10,24.0,2,0.447,0.402,125.0
12,4,0,0,14,7.1,1,0.303,0.416,34.4
19,1,0,1,11,26.9,1,0.654,0.831,126.4
5,5,1,0,7,22.8,4,0.24,0.68,90.7
22,5,1,0,5,23.4,4,0.355,0.382,96.2
8,6,1,1,12,20.4,0,0.807,0.653,109.2
18,0,0,1,13,14.1,0,0.465,0.705,67.8
10,5,1,0,9,9.1,0,0.107,0.224,32.8
9,1,0,1,9,26.6,4,0.926,0.72,157.7
17,6,1,1,12,15.8,0,0.756,0.622,73.8
10,6,1,0,6,15.2,1,0.278,0.418,54.1
18,2,0,1,12,22.5,0,0.768,0.969,99.0
9,0,0,1,12,29.5,0,0.666,0.353,130.3
18,2,0,1,7,23.3,0,0.555,0.86,93.3
22,4,0,0,9,2.0,4,0.498,0.383,15.8
7,4,0,1,13,11.8,0,0.806,0.97,55.6
20,4,0,0,14,3.1,2,0.413,0.259,29.6
13,5,1,0,6,14.9,0,0.283,0.486,58.7
16,2,0,0,12,17.4,4,0.534,0.151,82.8
11,5,1,0,6,3.0,2,0.533,0.405,15.5
7,3,0,1,12,9.9,1,0.9,0.789,53.4
12,5,1,0,8,27.2,1,0.08,0.604,82.7
18,5,1,1,14,12.0,2,0.861,0.513,64.2
19,1,0,1,6,25.0,1,0.574,0.885,105.2
17,4,0,1,3,25.1,0,0.798,0.949,96.9
17,3,0,1,4,26.9,0,0.799,0.678,122.5
11,4,0,0,11,27.5,0,0.264,0.415,84.2
17,0,0,1,13,14.5,1,0.505,0.882,76.5
16,2,0,0,5,26.8,2,0.47,0.561,124.0
13,0,0,0,11,24.7,2,0.479,0.329,110.1
16,2,0,0,6,7.8,0,0.322,0.085,29.2
6,2,0,0,14,3.0,0,0.233,0.555,29.7
5,3,0,0,9,23.1,0,0.413,0.59,87.3
18,3,0,1,10,5.0,0,0.799,0.488,28.2
9,1,0,1,11,21.6,1,0.578,0.767,78.6
6,3,0,0,3,18.2,0,0.206,0.785,62.3
8,4,0,1,5,21.6,1,0.795,0.649,93.6
6,1,0,0,11,25.7,1,0.295,0.459,100.6
9,1,0,1,5,12.6,0,0.605,0.787,48.8
16,2,0,0,11,23.2,0,0.356,0.29,89.2
9,3,0,1,11,15.6,1,0.929,0.57,96.7
5,0,0,0,8,4.6,4,0.396,0.559,24.7
7,2,0,1,10,7.3,4,0.631,0.717,42.4
17,4,0,1,10,10.8,0,0.689,0.65,55.0
11,0,0,0,3,3.8,0,0.193,0.043,16.3
22,3,0,0,9,11.9,1,0.269,0.669,49.5
14,5,1,0,5,27.9,2,0.39,0.144,108.2
17,2,0,1,6,10.9,0,0.676,0.717,48.4
13,5,1,0,12,25.1,2,0.39,0.487,79.7
18,3,0,1,9,8.1,0,0.861,0.707,47.2
12,4,0,0,10,20.2,2,0.52,0.413,94.7
20,5,1,0,3,29.7,0,0.268,0.25,101.3
10,5,1,0,14,17.8,1,0.219,0.476,84.1
17,4,0,1,11,27.9,1,0.731,0.361,121.1
21,1,0,0,5,20.7,0,0.302,0.298,68.3
21,0,0,0,5,13.1,2,0.443,0.553,58.8
20,4,0,0,14,12.4,1,0.407,0.494,61.7
10,3,0,0,8,7.7,4,0.393,0.519,48.2
17,6,1,1,14,25.1,4,0.731,0.582,130.2
10,6,1,0,12,27.6,1,0.284,0.299,101.5
7,5,1,1,13,21.6,0,0.421,0.983,85.1
17,0,0,1,12,6.4,2,0.732,0.926,34.6
17,3,0,1,8,29.7,2,0.835,0.678,150.3
15,1,0,0,6,26.0,3,0.491,0.286,119.1
8,5,1,1,9,28.3,0,0.526,0.539,112.2
10,4,0,0,13,12.8,1,0.284,0.255,42.5
18,0,0,1,12,23.0,1,0.643,0.522,113.1
17,1,0,1,13,15.0,1,0.491,0.81,74.6
20,2,0,0,12,29.6,1,0.265,0.115,92.7
9,0,0,1,13,4.4,0,0.692,0.693,37.7
8,6,1,1,14,27.5,3,0.819,0.79,140.6
17,5,1,1,9,29.5,0,0.844,0.671,118.7
17,5,1,1,8,27.6,4,0.664,0.595,149.1
10,0,0,0,6,15.6,4,0.443,0.62,77.0
14,2,0,0,12,16.9,0,0.482,0.455,77.2
5,5,1,0,11,20.1,0,0.132,0.432,85.6
13,4,0,0,7,16.1,3,0.484,0.478,77.8
21,2,0,0,12,13.8,0,0.348,0.532,61.3
17,3,0,1,7,28.8,0,0.653,0.617,123.1
6,1,0,0,14,28.4,0,0.314,0.523,104.8
16,3,0,0,4,5.8,0,0.235,0.196,26.4
5,2,0,0,3,2.8,2,0.488,0.057,15.9
9,4,0,1,12,18.6,0,0.795,0.658,82.1
7,2,0,1,13,20.2,0,0.809,0.674,95.7
14,0,0,0,12,21.9,1,0.148,0.654,85.5
19,6,1,1,7,20.2,0,0.624,1.0,89.6
19,5,1,1,6,10.5,2,0.738,0.688,48.2
8,1,0,1,13,29.2,1,0.92,0.705,134.4
12,4,0,0,5,3.1,0,0.423,0.479,17.5
21,6,1,0,7,16.5,3,0.386,0.283,65.7
18,6,1,1,14,12.7,0,0.413,0.563,59.1
7,0,0,1,7,19.5,0,0.413,1.0,68.0
17,6,1,1,3,14.5,0,0.649,0.572,56.6
12,0,0,0,10,28.7,1,0.331,0.244,125.7
6,0,0,0,7,28.7,0,0.282,0.481,111.6
20,1,0,0,11,17.2,1,0.27,0.415,74.6
10,4,0,0,8,22.1,0,0.245,0.445,62.6
10,0,0,0,9,20.8,0,0.412,0.326,83.6
14,4,0,0,7,16.9,0,0.365,0.427,77.4
12,3,0,0,11,6.4,4,0.453,0.299,34.5
8,2,0,1,7,22.7,4,1.0,0.488,119.4
16,5,1,0,13,8.3,0,0.206,0.517,40.2
10,2,0,0,6,21.5,0,0.469,0.482,94.0
16,2,0,0,3,10.7,0,0.269,0.265,41.1
14,0,0,0,3,24.2,0,0.227,0.467,85.7
5,0,0,0,10,5.6,4,0.386,0.475,29.4
10,6,1,0,9,26.1,0,0.334,0.302,90.1
15,6,1,0,3,22.7,1,0.147,0.384,71.4
7,1,0,1,12,25.3,0,0.485,0.517,106.9
9,3,0,1,11,8.9,1,0.735,0.867,42.0
19,4,0,1,13,9.8,1,0.489,0.554,45.1
13,1,0,0,3,21.8,0,0.377,0.282,69.6
13,6,1,0,14,10.7,0,0.219,0.488,38.3
14,0,0,0,4,6.8,2,0.647,0.195,33.3
14,5,1,0,9,20.8,1,0.287,0.474,72.8
14,2,0,0,6,24.8,0,0.359,0.309,98.6
7,2,0,1,5,17.3,0,0.499,0.587,69.2
6,1,0,0,11,23.2,0,0.346,0.413,85.3
17,6,1,1,4,12.1,2,0.663,0.5,44.8
15,3,0,0,11,8.2,2,0.315,0.251,43.6
11,5,1,0,12,16.1,1,0.116,0.461,73.3
21,5,1,0,14,13.9,2,0.377,0.427,74.0
